date,Variance Swap,Short VIX Future,Short Straddle
2019-01-31,0.0383252744025475,-0.346439227252576,0.18349891389884773
2019-02-28,0.1030929875635031,0.305397069925409,0.42818463209737145
2019-03-31,0.08614535535051546,0.3068175952306702,0.537159963066578
2019-04-30,0.03198618361686633,0.05336394548415973,0.22596817594991603
2019-05-31,0.026598196141795892,0.389964514174018,0.19339528569156214
2019-06-30,0.0568462704829925,0.09169834394061539,0.4783867639020473
2019-07-31,-0.06734710080104576,-1.002696356662894,-0.21050630813246712
2019-08-31,-0.038666553847074486,-0.743575646750069,-0.19773603516159305
2019-09-30,0.0026940972559203642,0.12656159371304534,0.012342410103289122
2019-10-31,0.06367719465254242,0.38740210121733043,0.3155602259382203
2019-11-30,0.052859187167869436,-0.31116633667015275,0.4177008744302893
2019-12-31,0.04458422763359569,0.4519217456065975,0.26091861198887645
2020-01-31,0.027745488569930404,0.22096451575419065,0.23672675272194824
2020-02-29,0.07091222046947085,0.08051694872406247,0.5351980610172449
2020-03-31,0.19735403638705024,-0.049796256880120425,0.4264396019191513
2020-04-30,-0.05438893129118511,-0.22796499308986592,-0.18390803251175225
2020-05-31,-0.034266267160394756,-0.03165851253442806,-0.19482936522051378
2020-06-30,0.05770634215878964,0.012347368120950625,0.5883041019568039
2020-07-31,0.009300737686228314,-0.1653085076957589,0.08609823104411134
2020-08-31,0.045769469384140685,0.18396512424532435,0.4116057755255847
2020-09-30,-0.04847564657219626,0.0009096703740219519,-0.26740282198091503
2020-10-31,0.04065473251979637,-0.463164730391416,0.3549989219574821
2020-11-30,-0.058722993500455116,-0.06692210599358667,-0.312922899698406
2020-12-31,0.046953585843186076,-0.25318476495897463,0.3580207865355071
2021-01-31,0.06274214654542294,0.5577279574415697,0.4145755188078503
2021-02-28,0.08529479014217865,0.0005342065352452231,0.6932713727224762
2021-03-31,-0.05102056637767973,-0.6770595572989211,-0.20518040497092524
2021-04-30,0.028176271933540022,0.30344791231154755,0.21131294384824859
2021-05-31,0.0437077708278231,0.21170124504307414,0.39006000881897823
2021-06-30,-0.3785051990930172,-1.2639769692894371,-0.04841542682723501
2021-07-31,-0.02425897119606515,0.19409174260575746,-0.11969418656768795
2021-08-31,0.0461702320575757,0.18692723107426845,0.372408823634514
2021-09-30,0.033266986536037206,0.2961671679880738,0.28489862197309423
2021-10-31,0.055928413283874406,-0.5997914888471116,0.28357894159715186
2021-11-30,0.028185969562021507,-0.06996393023968298,0.22405270252489629
2021-12-31,-0.04084739419488589,-0.44256248879828347,-0.22661266016817025
2022-01-31,0.009479497330879822,0.40759837999761545,0.053275038695105636
2022-02-28,0.06490050414151241,0.2824510071500597,0.7136691389414778
2022-03-31,-0.2855453169189633,-0.30384456179495656,-0.9749433835099155
2022-04-30,0.01727973789659224,-0.5042896269758572,0.14634483921821403
2022-05-31,0.07471545111154554,0.3660661681396913,0.6350092725663148
2022-06-30,0.0558229665360946,0.2431031792213428,0.5598647739047465
2022-07-31,0.12194528966103688,-0.07950220877275048,0.6306869477577308
2022-08-31,0.06317676838000706,-0.05637478039217307,0.4939808923683398
2022-09-30,-0.0026549855998170033,0.13512234371219992,0.00708902229273712
2022-10-31,0.0762973946457112,0.016952796201235482,0.25436808910927416
2022-11-30,1.9188768456751562,-0.17356670113119652,0.6805091632701104
2022-12-31,0.05165442212349524,-0.12631952123647813,0.43935920920663035
2023-01-31,-0.010146224365744838,-0.8021814119603455,-0.049691468980115165
2023-02-28,0.05592276669327409,0.5451486961422828,0.36910063707909674
2023-03-31,0.004377639221351415,-0.817528214489525,0.050558080835961874
2023-04-30,-0.032384655393759884,-0.45557848762326153,-0.1729533484103387
2023-05-31,0.05329196762749878,0.06886950566808332,0.28640354095613246
2023-06-30,-0.0004797471493261819,0.17134748196703434,0.002262522589981441
2023-07-31,-0.08868998667408995,-0.626628264339022,-0.4063814072768253
2023-08-31,-0.11267225710653972,-0.2996263999942353,-0.3522913670691889
2023-09-30,-0.042607179027398454,0.2504285008477024,-0.11522093028763015
2023-10-31,0.0877611139318643,0.6120821331945657,0.42590311529379216
2023-11-30,0.05611494266726927,0.264465277797153,0.564303686355143
